x, y
2010.5042007827374, 0.9272792759153451
2023.1092417220223, 0.9265614008098836
2042.0168031309495, 0.9265614008098836
2066.1764649312454, 0.9272792759153451
2089.2857066532674, 0.9279971291129968
2089.2857066532674, 0.9279971291129968
2124.9999893145746, 0.9279971291129968
2158.613431819334, 0.9323043797457656
2158.613431819334, 0.9323043797457656
2202.7310751068308, 0.9330222767590367
2253.15123886397, 0.9315865265481137
2254.2016589422437, 0.9315865265481137
2276.2604805859924, 0.9222541501771148
2297.2688821514666, 0.910768126581922
2304.621822699383, 0.8906676455368108
2304.621822699383, 0.8906676455368108
2309.8739230907518, 0.8777458936385045
2319.3277037952153, 0.8978463746836157
2319.3277037952153, 0.8978463746836157
2322.4789640300364, 0.9129217518983063
2322.4789640300364, 0.9129217518983063
2331.9327447345, 0.9150753772146906
2331.9327447345, 0.9150753772146906
2340.3361694732434, 0.91005027338427
2340.3361694732434, 0.91005027338427
2344.537785673785, 0.9007178970132711
2361.3445069261647, 0.910768126581922
2383.403328569913, 0.9035893974351169
2401.2604699005665, 0.9043072506327688
2422.268935578595, 0.9078966480678857
2448.5293734228844, 0.9129217518983063
2498.949537180024, 0.9279971291129968
2481.0923958493704, 0.9244077754934993
2557.773061563353, 0.9287150261262679
2579.8318832071013, 0.9244077754934993
2599.789864694302, 0.9244077754934993
2634.453727277336, 0.9301507544293813
2690.1259914258435, 0.9337401518644982
2723.739433930603, 0.9366116303785345
2775.210017766016, 0.9366116303785345
2811.974720505597, 0.9366116303785345
2529.411719449962, 0.9308686514426524
2871.8486649671995, 0.9366116303785345
2941.176390133266, 0.9358937771808825
2913.865468098149, 0.935175902075421
2988.445293655584, 0.9315865265481137
2987.3948735773106, 0.9315865265481137
3050.4200782737344, 0.9366116303785345
3050.4200782737344, 0.9366116303785345
3026.2604164734385, 0.935175902075421
3165.966286883845, 0.9344580050621499
3121.8486435963487, 0.9337401518644982
3121.8486435963487, 0.9337401518644982
3082.9832289253272, 0.9315865265481137
3082.9832289253272, 0.9315865265481137
3138.655364848728, 0.935175902075421
3138.655364848728, 0.935175902075421
3215.336158787818, 0.9251256505989606
3233.1931718933643, 0.9193826278474594
3233.1931718933643, 0.9193826278474594
3272.0588430146, 0.9028715223296554
3271.0082947112187, 0.9028715223296554
3283.6133356505034, 0.8877961451149649
3190.1260769092487, 0.9315865265481137
3190.1260769092487, 0.9315865265481137
3331.9327874762025, 0.8440057417740064
3319.327746536918, 0.8612347443050814
3339.285599799012, 0.8246231139265471
3347.689088650309, 0.7908830058776682
3362.3948415210334, 0.6516151916025263
3393.907443869246, 0.18284279155181407
3403.3612245737095, 0.04572864640867577
3409.663745043352, 0.014142141768371669
3422.2687859826365, 0.004809765397372726
3433.8234068436477, 0.01701355455897903
3447.4788678612063, 0.08951902784182467
3459.033488722217, 0.2653984286798816
3465.3360091918594, 0.34005743964787316
3475.840209974597, 0.37020819407725436
3488.445250913882, 0.3436468151751805
3489.495799217263, 0.2962670582147243
3492.6470594520842, 0.20940417045388796
3497.8990316183454, 0.10603015526743817
3501.0502918531665, 0.027063893666677885
3510.50407255763, 0.017731517295678956
3516.8065930272724, 0.0636755240452122
3516.8065930272724, 0.2101220455593494
3522.0586934186413, 0.36374731812810124
3526.2603737317363, 0.4900932928736985
3532.5628942013786, 0.6106963105912233
3545.1679351406638, 0.7234027459642912
3570.378017019233, 0.8066762581978203
3617.6469205415515, 0.8798995189548888
3641.806582341847, 0.8877961451149649
3658.6133035942266, 0.8834888944821961
3705.882207116545, 0.9021536253163845
3749.999850404042, 0.8921033957477337
3809.8737948656444, 0.9043072506327688
3888.6553007361745, 0.9301507544293813
3957.983025902241, 0.9308686514426524
4051.4704128686035, 0.9323043797457656
4121.848558112944, 0.9380473915433621
4219.5376253924005, 0.9480976539737273
4173.319141948357, 0.9416367780245741
4238.445186801328, 0.9796841586140314
4260.504008445077, 0.9631730311884178
4288.865350558468, 0.9581479054501877
4297.268711184657, 0.9265614008098836
4300.419971419478, 0.9143575240170388
4322.4787930632265, 0.9129217518983063
4350.840135176618, 0.9416367780245741
4465.335923708455, 0.9445082674925153
4569.3275114575545, 0.9445082674925153
4698.529181085224, 0.9437904033409587
4859.243453061105, 0.9445082674925153
4772.058586564385, 0.9430725282354971
4973.739241592943, 0.9495334041846503
