x, y
1846.9649823885266, 0.06202090724231908
1824.9202496552878, 0.06202090724231908
1792.3323838757176, 0.06689895612654642
1773.1630510642058, 0.06689895612654642
1750.1598516903914, 0.06550514280748837
1730.032052238304, 0.06759573518644295
1704.153452942763, 0.06968632756539753
1681.1502535689485, 0.06829268437918282
1658.1470541951344, 0.06968632756539753
1635.14385482132, 0.0717769199443521
1616.9329886503838, 0.0717769199443521
1592.9712056356716, 0.07526132564236473
1576.6773897462087, 0.07456446151604654
1546.9648068880429, 0.07386751232330668
1516.2939913899463, 0.07804869708121583
1499.0415918595854, 0.07944251040027388
1476.9968591263469, 0.09965157006350145
1482.7476589698003, 0.08083623865291027
1472.204525923469, 0.1205574938530472
1470.2875926423176, 0.14355401002154755
1472.204525923469, 0.18536585760063906
1465.4952594394397, 0.4418118560857337
1471.2460592828934, 0.3128919927168682
1456.8690596742595, 0.29686411781154975
1453.0351931119571, 0.19442509124277557
1438.6581935033232, 0.12473867861095636
1415.6549941295089, 0.08432047421807956
1429.0735270975672, 0.10104521324971616
1396.4856613179968, 0.08153310277922846
1383.0671283499387, 0.08153310277922846
1377.316328506485, 0.09965157006350145
1342.8115294457637, 0.0885016589759887
1324.6006632748272, 0.08083623865291027
1302.5559305415886, 0.08989547229504677
1281.4696644489254, 0.08153310277922846
1260.3833983562624, 0.08153310277922846
1290.0958642141059, 0.087108015789774
1314.0575302284958, 0.08501742341081941
1246.964865388204, 0.08083623865291027
1232.5878657795702, 0.08222988183912498
1211.501599686907, 0.08362369515818303
1195.2076667971219, 0.08432047421807956
1175.0798673450345, 0.08641106659703414
1160.7028677364005, 0.0885016589759887
1129.073468597406, 0.09128920054768315
1109.9041357858941, 0.09337979292663773
1092.6517362555333, 0.09477343611285244
1072.5239368034458, 0.09477343611285244
1056.2300039136608, 0.09059225135494328
1361.9808622572755, 0.09268284373389786
