##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
399.432634  	53.545209 
400.864292  	50.345563 
402.295950  	50.431838 
403.727608  	49.631522 
405.159267  	48.920985 
406.590925  	50.202753 
408.022583  	50.102992 
409.454241  	49.098654 
410.885899  	47.459547 
412.317558  	46.017304 
413.749216  	47.057679 
415.180874  	47.061454 
416.612532  	45.079707 
418.044190  	45.351573 
419.475848  	47.314308 
420.907507  	46.453769 
422.339165  	45.039013 
423.770823  	43.485871 
425.202481  	43.987769 
426.634139  	46.688924 
428.065798  	47.938166 
429.497456  	47.057914 
430.929114  	48.120534 
432.360772  	50.223751 
433.792430  	49.878911 
435.224089  	50.112814 
436.655747  	52.336773 
438.087405  	52.387960 
439.519063  	52.446114 
440.950721  	54.712356 
442.382379  	55.282361 
443.814038  	54.349986 
445.245696  	55.936003 
446.677354  	57.701895 
448.109012  	57.686076 
449.540670  	57.576377 
450.972329  	57.102426 
452.403987  	56.218535 
453.835645  	57.193506 
455.267303  	58.353123 
456.698961  	57.640283 
458.130619  	56.883673 
459.562278  	57.289612 
460.993936  	56.428377 
462.425594  	54.885922 
463.857252  	54.816997 
465.288910  	55.281400 
466.720569  	55.152567 
468.152227  	54.846790 
469.583885  	54.356997 
471.015543  	53.631798 
472.447201  	52.953155 
473.878860  	52.327631 
475.310518  	52.211937 
476.742176  	52.221607 
478.173834  	51.383106 
479.605492  	50.687432 
481.037150  	50.707262 
482.468809  	50.096709 
483.900467  	48.706523 
485.332125  	47.511210 
486.763783  	46.892396 
488.195441  	47.161610 
489.627100  	47.747764 
491.058758  	47.157037 
492.490416  	46.095840 
493.922074  	45.591319 
495.353732  	44.773317 
496.785391  	43.627674 
498.217049  	42.605898 
499.648707  	41.175373 
501.080365  	39.598618 
502.512023  	38.662136 
503.943681  	37.719022 
505.375340  	36.417816 
506.806998  	35.416749 
508.238656  	35.276638 
509.670314  	36.095540 
511.101972  	37.389548 
512.533631  	38.637468 
513.965289  	39.920725 
515.396947  	41.101014 
516.828605  	41.969704 
518.260263  	43.064583 
519.691921  	44.231959 
521.123580  	44.765920 
522.555238  	45.127246 
523.986896  	45.798144 
